	city name	City Name (CDP)	full city name (carbonn)	full city name (PKU)	full city name (GEA)	full city name (UITP)	full city name (WB)	Boundary (CDP)	city_type (carbonn)	definition  (WB)	study_year (WB)	Reporting Year (CDP)	Scope-1 GHG emissions	Scope-1 source dataset	Scope-1 GHG emissions units	Year of Emission	Emissions Protocol	Gases included (CDP)	Methodology Details (CDP)	Increase/Decrease from last year (CDP)	Reason for increase/decrease in emissions (CDP)	Scope 2 [metric ton CO2e] (CDP)	Total Emissions [metric ton CO2e] (CDP)	CDP2016 data edited (CDP)	Emissions Quality Flag (CDP)	S1 lower bound [tCO2] (CDP)	S1 upper bound [tCO2] (CDP)	S1 mean [tCO2] (CDP)	TOT lower bound [tCO2] (CDP)	TOT upper bound [tCO2] (CDP)	TOT mean [tCO2] (CDP)	scope fraction (CDP)	CO2 Emissions Per Capita (Ton) (PKU)	City Location (CDP)	lat	lon	coord source	country	region	Current Population (CDP)	Current Population Year (CDP)	pop (carbonn)	pop_yr (carbonn)	Urban Population (PKU)	population (GEA)	population (UITP)	population (WB)	population_year (WB)	population (others)	population (others) source year	population (others) source	pop_1950 (WB)	pop_1990 (WB)	pop_2010 (WB)	growth_rate_1950-2010 (WB)	growth_rate_1990-2010 (WB)	Ancillary from GEA+	Land area (in square km) (CDP)	area_size (GEA)	area_size (WB)	Built-up Area (km2) (PKU)	area [km2] (others)	area [km2] (others) source year	area [km2] (others) source	population_density (GEA)	population_density (UITP)	pop_density (WB)	pop/sqrt(area_size) (GEA)	pop/sqrt(area) (WB)	Average altitude (m)	Average annual temperature (in Celsius) (CDP)	weather_station_id (GEA+)	CDD_23C (GEA+)	HDD_15.5C (GEA+)	HDD_15.5C (clim)	CDD_23C (clim)	City GDP (CDP)	GDP Currency (CDP)	Year of GDP (CDP)	GDP Source (CDP)	GDP (carbonn)	nGDP (carbonn)	GDP unit (carbonn)	GDP year (carbonn)	GDP (10000 RMB) (PKU)	Income Per Capita (RMB) (PKU)	GDP-PPP [$BN] (others)	GDP-PPP/cap [$USD] (others)	GDP-PPP [$BN] (others) source	GDP-PPP year (others)	nGDP [$BN] (others)	nGDP/cap [$USD] (others)	nGDP [$BN] (others) source	nGDP [$BN] (others) source year	GDP-PPP/cap (GEA)	GDP-PPP/cap (UITP)	GDP-PPP/cap (WB)	total_final_consumption_per_capita (GEA)	energy_per_cap_CO2 (WB)	diesel_price (GEA+)	gasoline_price (GEA+)	center_of_commerce_index (GEA+)	household_size (GEA+)	year_household_size (GEA+)	household_source (GEA+)	comment_household_size (GEA+)	urbanization_ratio (GEA+)	water_bounded (GEA+)	other_bounded (GEA+)	mean travel time [min] (others)	mean travel time ref year (others)	mean travel time ref (others)	diesel_price (2014) (others)	gasoline_price (2014) (others)	household_size (updated) (others)	year_household_size (updated) (others)	household_source (updated) (others)	comment_household_size (updated) (others)	Congestion Rank (INRIX)	Peak hours spent in congestion (INRIX)	INRIX Congestion Index (INRIX)	Average Congestion Rate (INRIX)	Congestion Rank (TomTom)	Congestion Level (TomTom)	Congestion Change (TomTom)	Morning Peak (TomTom)	Evening Peak (TomTom)	economy (IESE)	environment (IESE)	governance (IESE)	human capital (IESE)	international impact (IESE)	mobility and transportation (IESE)	public management (IESE)	social cohesion (IESE)	technology (IESE)	urban planning (IESE)	CIMI (IESE)	CIMI Ranking (IESE)	CIMI Performance (IESE)	Urban Area Name (UEX)	Low BUA - 1990 (UEX)	Low BUA – 2000 (UEX)	Low BUA – 2014 (UEX)	High BUA - 1990 (UEX)	High BUA – 2000 (UEX)	High BUA – 2014 (UEX)	Low BUA % - 1990 (UEX)	Low BUA % – 2000 (UEX)	Low BUA % – 2014 (UEX)	High BUA % - 1990 (UEX)	High BUA % – 2000 (UEX)	High BUA % – 2014 (UEX)	Low BUA pop density - 1990 (UEX)	High BUA pop density – 1990 (UEX)	Low BUA pop density – 2000 (UEX)	High BUA pop density - 2000 (UEX)	Low BUA pop density – 2014 (UEX)	High BUA pop density - 2014 (UEX)	Exports (m3)	Production (m3)	Export/Production	CH4_waste/person	CH4_(waste+natgas)/person	corrected CH4_(waste+natgas)/person	data from CIA World Fact Book for 2014
273	Shijiazhuang			Shijiazhuang	Shijiazhuang								6524736.364019998	PKU	tCO2	2010.0	Other																1.2681375513600002		38.0666666667	114.48333333299999	wikipedia	China	East Asia					5145133.0	9395000.0				4303700.0		wikipedia, urban values						1.0		15722.0		297.3	15848.0		(urban), from wikipedia	597.5702836789213			74927.78400008548				ZBSJ	367.0	2395.0	2162	348									12397815.0	33339.28	0.0012681375513599999		[1]	2014.0	18.0	6289.3081761	[19]		6252.661542350883			69.40756676130921		1.01	0.99		3.28	2003	http://www.stats.gov.cn/english/statisticaldata/yearlydata/yarbook2003_e.pdf	"For ""Hubei"""	42.522	0.0	Mountains				1.09	1.17									18	0.42	0.06	70%	84%														Shijiazhuang Urban Area	298.75	361.25	374.0	513.5	647.125	775.5	0.367805478608803	0.358249659104996	0.325358851674641	0.632194521391197	0.641750340895004	0.674641148325359	496.823279143151	5072.63537203166	389.80623143709	5531.23185027021	368.192940051043	5224.72899274008							
274	Shimla		Shimla Municipal Corporation						Municipality				218896.0	carbonn	tCO2-eq	2013.0	Community - GPC																		31.10482	77.17340300000002	carbonn	India	South Asia			169758.0	2011.0						169578.0	2011.0	Wikipedia											35.34	2011.0	Wikipedia											653	197					0.0	333092313.265448	INR	2015.0							0.333092313265448		carbonn, scaled to $BN USD																				0.91	1.1																											Shimla Urban Area	0.625	1.9375	4.625	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	2497.75081890291	15147.1571061994	111054.165259577	0.0	51553.330748738495	0.0							
275	Singapore		Government of Singapore		Singapore	Singapore			Sovereign city-state				46831680.0	carbonn	tCO2-eq	2010.0	Community																		1.283333	103.833333	carbonn	Singapore	Southeast Asia			5535000.0	2015.0		4327468.0	2986500.0			5607300.0	2015.0	Wikipedia						1.0		710.0			719.9	2015.0	Wikipedia	6095.025352112676	9353.0		162406.98005460337				WSAP	1876.0	0.0	0	1086					390089100000.0	359124395494.9529	SGD	2014.0			365.92800000000005	66864.0	[1]	2014.0	222.7	43786.86590640975	[3], [19]	2010.0	29809.579181174766	28577.93		158.36911838516198		0.9	1.07	66.16	3.5	2010	http://www.singstat.gov.sg/stats/themes/people/hhldindicators.pdf		100.0	1.0					1.16	1.58					715.0	10.0	1.8	2.5%	55	0.34	0.03	53%	60%	21.0	10.0	15.0	56.0	25.0	89.0	19.0	75.0	30.0	88.0	79.22	22.0	RA	Singapore Urban Area	371.625	416.375	458.5625	600.0	720.5625	793.625	0.38247780779621793	0.366225056346545	0.366209134015473	0.617522192203782	0.6337749436534549	0.6337908659845269	282.495626367907	2119.32235867369	472.994653526569	6750.02418415775	657.1571680618949	9022.88652292126							
276	Somerville, MA	City of Somerville, MA						Administrative boundary of a local government				2016.0	461798.0	CDP	tCO2-eq	2014.0	Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)	CO2; CH4; N2O		This is our first year of calculation		124510.0	586308.0		A	383007.55536416	422697.40962836	402852.48249626	507517.55536416	547207.4096283601	527362.48249626	1.0		(42.393449, -71.082647)	42.38800000000001	-71.1	https://en.wikipedia.org/wiki/Somerville,_Massachusetts	USA	North America	78900.0	2014.0								81322.0	2016.0	https://www.census.gov/quickfacts/fact/table/somervillecitymassachusetts/PST045216							10.3				10.6707588	2010.0	https://www.census.gov/quickfacts/fact/table/somervillecitymassachusetts/PST045216						4.0					2430	3														2008.0			[20]																	29.7	(2011-2015) 		0.97	0.86	2.35	2011-2015	https://www.census.gov/quickfacts/fact/table/somervillecitymassachusetts/PST045216																								see: Boston Urban Area																			42870000000.0	766200000000.0	0.06	0.017698981699999998	0.036729479100000004	0.0356646952	
277	Sorocaba	Prefeitura de Sorocaba						Administrative boundary of a local government				2016.0	980290.0	CDP	tCO2-eq	2012.0	2006 IPCC Guidelines for National Greenhouse Gas Inventories	CO2; CH4; N2O; HFCs; PFCs; SF6	"This inventory were considered for calculating the following greenhouse gases ( GHG ) : Carbon Dioxide ( CO2 ), methane ( CH4 ) , nitrous oxide ( N2O ) , Hydrochlorofluorocarbons ( HFC "" s ) , Perclorofluorcarbonos ( PFC "" s ) and hexafluoride Sulfur ( SF6 ) . , 2000 IPCC Good Practice Guidance and Management in Natural Uncertanty Greenhouse Gas Inventories ; 2006 IPCC Guidelines for National , Greenhouse Gas Inventories ISO 14064-1/2006 : To estimate GHG emissions in Sorocaba , the following references were used : Greenhouse Gases , ISO 14064-2/2007 : Greenhouse Gases , Global Protocol for Community - Scale Greenhouse Gas Emissions ( GPC ) 2012. Potential GHG Global Warming was used , according to the Second Assessment Report of the IPCC (1995 ) . The sectors analyzed were : agriculture, forestry and land use ( rice planting in irrigated systems , liming the soil , herd management and animal manure management , agricultural soil management , agricultural waste burning and land use change ) , energy ( mobile combustion , stationary combustion and electricity consumption ) ; industry , and waste ( landfill and sewage treatment ) . Databases respected in the country , as the IBGE and SEADE were used , in addition to consulting the ANP ( National Petroleum Agency ) , municipal government information , agencies and agriculture companies ."	Other	There is only an elaborate inventory, so we can not compare emissions	133680.5	1113971.0		A	677302.014402934	707250.9055810169	692276.4599919755	810983.0144029341	840931.9055810169	825957.4599919755	0.9999995511552814		(-23.4774899, -47.4220615)	-23.502	-47.458056	https://en.wikipedia.org/wiki/Sorocaba	Brazil	Latin America & Caribbean	644919.0	2015.0								644919.0	2015.0	(Municipality) https://en.wikipedia.org/wiki/Sorocaba#cite_note-ibge2-1							450.0				450.38		(Municipality) https://en.wikipedia.org/wiki/Sorocaba						601.0	20.8				0	4	44950031.0	USD     US Dollar	2013.0	IBGE										2008.0	21.0	16380.655226209048	[19]																				1.02	1.27	3.25437835963239	2010	http://cod.ibge.gov.br/1RPX4     (population est 2016 652.481) 2010 census		362.0	21.0	4.6	10.9%																			Prefeitura de Sorocaba Urban Area	83.25	88.6875	91.0625	143.75	155.0625	168.625	0.36674008810572706	0.363846153846154	0.35066185318892895	0.6332599118942729	0.6361538461538461	0.649338146811071	1042.72322754388	1498.5239459941902	258.55167089625	3764.94504030805	231.240489135167	4454.5926054466	11700000000.0	17030000000.0	0.69	0.0151203426	0.0204194776	0.0167788505	
278	St Louis	City of St Louis						Administrative boundary of a local government				2016.0	2481945.42	CDP	tCO2-eq	2014.0	U.S. Community Protocol for Accounting and Reporting of Greenhouse Gas Emissions (ICLEI)	CO2; CH4; N2O; HFCs	We are using the 4th edition of the Protocol.	Decreased	The City has encouraged and facilitated numerous sustainability initiatives in the past several years	6153317.9	8703679.12		A	2163094.7707027136	2323712.4174382454	2243403.59407048	8384828.470702712	8545446.117438246	8465137.294070479	0.992139439074358		(38.6270025, -90.1994042)	38.627	-90.197778	https://en.wikipedia.org/wiki/St._Louis	USA	North America	319294.0	2010.0								311404.0	2016.0	https://www.census.gov/quickfacts/fact/table/stlouiscitymissouri/PST045216							170.9				160.3462809	2010.0	https://www.census.gov/quickfacts/fact/table/stlouiscitymissouri/PST045216						142.0	13.9				464	73	149900000000.0	USD     US Dollar	2014.0	https://www.stlouis-mo.gov/government/departments/budget/documents/upload/FY15-AOP-Summary-Overview-and-charts-S-1-to-S-82.pdf							140.584	50070.0	[1]	2014.0	125.0	43998.59204505456	[19]																	23.6	(2011-2015) 		0.97	0.86	2.2	2011-2015	https://www.census.gov/quickfacts/fact/table/stlouiscitymissouri/PST045216		329.0	22.0	3.4	4.3%																			Saint Louis Urban Area	579.625	579.75	592.75	1262.5	1368.8125	1425.75	0.314650200176427	0.29752702312602197	0.293658657418875	0.6853497998235729	0.702472976873978	0.706341342581125	469.22763829499604	1101.76472479101	197.177113168312	1224.10218042046	182.659556779893	1213.9121128266802	42870000000.0	766200000000.0	0.06	0.017698981699999998	0.036729479100000004	0.0356646952	
279	Stockholm	City of Stockholm			Stockholm county	Stockholm		Administrative boundary of a local government				2017.0	1834343.0	CDP	tCO2-eq	2015.0	Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)	CO2; CH4; N2O		Decreased	Total emissions from the categories in Stockholm estimates at system boundaries have been reduced significantly over the past 10 years. Meanwhile, the population has grown by about 200 000 inhabitants. In Stockholm, it can be said that the reduction in per capita emissions by half will depend on the actual response, half of the population growth. The greenhouse gas emissions in Stockholm is calculated to 2.5 tonnes per capita in 2015, which can be compared to 2.6 tonnes per capita in 2014. Energy use for heating has decreased, which is due to energy efficiency measures and conversions (from oil to heat pumps). Stockholm has a clear reduction of the energy supply per capita for heating sector. Electricity use is however quite constant. The car traffic is constant in the last years even though the population has increased. However, there has been an increase in truck traffic. The overall greenhouse gas emissions from transportation is constant over the last years.	859099.0	2693442.0	Replaced by CDP2017 data. Reason: Both scopes missing (Case 4b) in CDP2016. Soln: Updated with CDP2017 values that contain at least one scope	B	937311.4839813312	1000320.5444261228	968816.014203727	1796410.4839813309	1859419.5444261231	1827915.0142037272	1.0		(59.3293235, 18.0685808)	59.32899999999999	18.068610999999997	https://en.wikipedia.org/wiki/Stockholm	Sweden	Europe	923516.0	2015.0				1889945.0	1725756.0			901000.0	2016.0	http://www.c40.org/cities/stockholm						1.0	216.0	6488.0			216.0	2016.0	http://www.c40.org/cities/stockholm	291.29855117139334	2903.0		23463.55131461602		50.0	7.0	ESSB	18.0	3210.0	3172	0	416797.0		2013.0	GDP is in (ppp)(mllion) source: Statistics Sweden							142.953	56250.0	[1]	2014.0	143.0	71428.57142857142	[19]		45421.582523985235	33437.69		70.40807367410163		1.52	1.38	56.67	1.93	2011	http://www.ssd.scb.se/databaser/makro/start.asp?lang=2 	Calculation: population/households (863110/445676)	84.319	1.0	Marshland?	35.0	2009	TORONTO AS A GLOBAL CITY:Scorecard on Prosperity – 2015, pg. 25, report by Toronto Board of Trade (downloaded fie: Toronto_scorecard_2015.pdf)	1.82	1.82	2.11326885192076	2016	http://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BE__BE0101__BE0101S/HushallT03/table/tableViewLayout1/?rxid=5b1086fd-d703-4c03-8791-3c76c740804f		116.0	35.0	5.9	10.7%	92	0.28	-0.01	48%	61%	24.0	4.0	30.0	75.0	37.0	7.0	81.0	54.0	55.0	66.0	77.76	25.0	RA	City of Stockholm Urban Area	199.0625	217.375	223.6875	308.125	329.5	358.25	0.39248305606900796	0.39748571428571394	0.384384061862313	0.607516943930992	0.602514285714286	0.615615938137687	651.935144612131	6893.0567278766	511.9676182073599	4056.2509524587103	566.552719406713	4762.16149759392	0.0	1.0	0.0	0.032253384100000004	0.0346900756	0.0346900756	
280	Surat		Surat Municipal Corporation						Municipality				16255462.0	carbonn	tCO2-eq	2011.0	Community																		21.178283999999998	72.80769599999998	carbonn	India	South Asia			4466826.0	2011.0						4467797.0	2011.0	Wikipedia											326.515	2011.0	Wikipedia											0	1398						8764626146.00931					36.0		[2]	2008.0	14.0	3206596.42693541	[3], [19]																				0.91	1.1																											Surat Urban Area	168.0625	206.625	236.8125	80.625	148.75	287.125	0.675797939180699	0.581428068941259	0.451986162471669	0.32420206081930103	0.4185719310587411	0.548013837528331	911.283614415782	8868.375053719219	2063.1488329634	20625.3645833504	2112.73216763991	18269.3455627667							
281	Suwon	Suwon City						Administrative boundary of a local government				2016.0	3670140.0	CDP	tCO2-eq	2013.0	2006 IPCC Guidelines for National Greenhouse Gas Inventories	CO2; CH4; N2O; HFCs; PFCs; SF6		Increased	Emissions increased 2.3% from last year’s emission total of 5,749,476 tons. This rise was due to a short-term phenomenon of rising waste generation at factory sites within Suwon. However, aside from the waste treatment sector, other sectors saw no increase in their emission rates.	2710235.0	5775155.0		A	3132405.9237629306	3296078.618472492	3214242.2711177105	5237420.9237629315	5401093.61847249	5319257.271117711	1.104797187261641		(37.2635727, 127.0286009)	37.267	127.016667	https://en.wikipedia.org/wiki/Suwon	South Korea	East Asia	1221973.0	2015.0								1170878.0	2013.0	https://en.wikipedia.org/wiki/Suwon#cite_note-1							121.0				121.04		https://en.wikipedia.org/wiki/Suwon						75.0	13.1				2416	103	12443320800000.0		2012.0	Match statistics										2008.0																				43.5	2017	NB: FOR GYEONNGGI PROVINCE, Big data analysis conducted by the nation’s No. 2 mobile carrier KT referenced in http://www.koreaherald.com/view.php?ud=20170621000809&mod=skb	1.37	1.55	2.68	2015	kostat.go.kr, downloaded file cer2015phc_incheon.pdf																								see: Soul Urban Area																			0.0	1.0	0.0	0.0109325943	0.0157162134	0.0157162134	
282	Suzhou			Suzhou									10917942.385	PKU	tCO2	2010.0	Other																1.48958612877		31.3	120.6	wikipedia	China	East Asia					7329514.0					10465994.0	2010.0	(pref.-level city), from wikipedia										832.1	8488.42		(city), from wikipedia											1352	451									35727500.0	48407.0	0.00148958612877		[1]	2014.0	52.7	12935.689739799998	[3], [19]																				1.09	1.17									62	0.32	0.06	54%	56%	129.0	173.0	132.0	92.0	82.0	60.0	178.0	113.0	32.0	2.0	51.27	129.0	M	see: Shanghai Urban Area																									
283	Sydney	City of Sydney			Sydney	Sydney		Administrative boundary of a local government				2016.0	359064.0	CDP	tCO2-eq	2015.0	Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)	CO2; CH4; N2O; HFCs; PFCs; SF6; NF3	Traditionally the City of Sydney has calculated city-wide GHG emissions based on the CCAP reporting tool by Kinesis - a private consultancy commissioned by the City. Recently the City has also developed GPC BASIC inventories for the 2005/06, 2013/14 and  2014/15 years to be compliant with the Compact of Mayors. The GPC BASIC inventories show lower emissions compared with inventories based on the CCAP tool due to different methodologies and emissions sources. Future year’s reports may be subject to change as the City of Sydney will be updating its inventories in the short term for achieving beyond GPC BASIC compliance.	Decreased	City of Sydney emissions have decreased due to cleaning of the grid, increased network costs leading to greater awareness and behaviour change (indicating there is some price elasticity in electricity consumption), improved energy efficiency, uptake of solar PV installations and weather influences.	3197465.0	3556529.0		A	165405.6795283196	199266.2363574172	182335.9579428684	3362870.67952832	3396731.236357417	3379800.9579428686	1.0		(-33.8674869, 151.2069902)	-33.865	151.209444	https://en.wikipedia.org/wiki/Sydney	Australia	Oceania	205339.0	2015.0				4399000.0	3741290.0			205000.0	2016.0	http://www.c40.org/cities/sydney						1.0	26.0	12144.6			26.0	2016.0	http://www.c40.org/cities/sydney	362.2185992128189	1893.0		39917.40996028162		39.0	20.0	94768	140.0	335.0	108	32	110000000000.0	AUD     Australian Dollar	2015.0	City Strategic Research Unit							223.41299999999998	46344.0	[1]	2014.0	268.9	58545.61288917918	[3], [19]		40378.326135270676	22397.32		215.95817231188903		0.94	0.74	58.33	2.7	2011	http://www.censusdata.abs.gov.au/census_services/getproduct/census/2011/quickstat/1GSYD?opendocument&navpos=220#householdcomposition		88.182	1.0		33.0	2012	TORONTO AS A GLOBAL CITY:Scorecard on Prosperity – 2015, pg. 25, report by Toronto Board of Trade (downloaded fie: Toronto_scorecard_2015.pdf)	1.28	1.23	2.1	2011	http://www.censusdata.abs.gov.au/census_services/getproduct/census/2011/quickstat/CED143?opendocument&navpos=220 [Commonwealth Electoral Divisions, popn 170,696 in 2011]						29	0.39	0.03	67%	68%	17.0	30.0	37.0	37.0	33.0	71.0	16.0	58.0	24.0	20.0	81.14	16.0	RA	City of Sydney Urban Area	535.4375	523.1875	504.875	1359.875	1440.625	1507.3125	0.282506183017312	0.26641418159829394	0.25090852616866	0.717493816982688	0.7335858184017059	0.7490914738313399	103.019858863125	1352.72870171864	118.215059888822	2278.08831750899	115.533774147218	2743.98870549408	31610000000.0	62640000000.0	0.5	0.0277933709	0.039682077	0.0336826837	
284	Taian			Taian									2019794.06653	PKU	tCO2	2010.0	Other																0.7301668335729999		36.2	117.083333333	wikipedia	China	East Asia					2766209.0					1735425.0		wikipedia, urban values										154.3	2086.8		(urban), from wikipedia											2008	277									6114006.0	30480.28				2008.0																							1.09	1.17																											Taian Urban Area	62.75	78.375	94.0625	54.75	78.3125	113.25	0.534042553191489	0.500199441563622	0.45372324389508595	0.46595744680851103	0.499800558436378	0.546276756104914	716.0457374463671	4920.1229419625	1278.57432776136	10436.8896495822	863.858827978566	7778.225117807621							
285	Taipei City	Taipei City Government				Taipei		Administrative boundary of a local government				2016.0	6493593.0	CDP	tCO2-eq	2014.0	Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)	CO2; CH4; N2O	Taipei city using GPC methodology to make City GHG inventory since 2014.	Increased	The greenhouse gas emissions of Taipei City in 2014 were 14,546,000 metric tons. The greenhouse gas emissions of the City present a rising tendency in 1998-2008. The increasing tendency slowed down and began to decline since the 2008. Due to the operation commencement of Mass Rapid Transit (MRT) Xinyi Line and Songshan Line and because the global average temperature in 2014 was 0.69℃ higher than that of previous years, the electricity consumption increased slightly by 0.52% compared to that in 2013. Thus the overall greenhouse gas emissions in 2014 increased compared to that in 2013	8463811.0	14957404.0		A	5363279.158213556	5514996.314513048	5439137.736363302	13827090.158213556	13978807.314513048	13902948.736363305	1.0		(25.037525, 121.563782)	25.033	121.63333300000001	https://en.wikipedia.org/wiki/Taipei	Taiwan	East Asia	2704810.0	2015.0					5960673.0			2704974.0	2016.0	(Capital) https://en.wikipedia.org/wiki/Taipei#cite_note-3						1.0	272.0				271.8		(Capital) https://en.wikipedia.org/wiki/Taipei#cite_note-1		23012.0				60.0	23.0	58968*			302	310											327.295	46102.0	[1]	2014.0	160.3	23549.287498163656	[3], [19]			13035.73				0.69	0.64	53.32			taiwan		71.335	1.0		35.28	2014-2017	https://www.numbeo.com/traffic/in/Taipei [BASED ON 26 CONTRIBUTORS]	0.98	0.98	2.63	2013	https://knoema.com/TWDS2014/development-statistics-of-taiwan-2013						24	0.4	0.02	59%	80%	90.0	157.0	44.0	28.0	29.0	99.0	26.0	42.0	1.0	131.0	68.65	56.0	RA	Taipei Urban Area	465.625	465.8125	474.625	782.0625	782.0625	792.125	0.37319040224415206	0.373284583792447	0.374679297414644	0.626809597755848	0.626715416207553	0.625320702585356	282.648507434463	3155.9899465367303	872.799426066326	10144.989949705201	1038.2307640204401	11398.1515661272	0.0	1.0	0.0	0.0129213814	0.0149246533	0.0149246533	
286	Taiyuan, Shanxi			Taiyuan	Taiyuan, Shanxi								3380932.83274	PKU	tCO2	2010.0	Other																0.974897781548		37.8694444444	112.56027777799999	wikipedia	China	East Asia					3467987.0	3488200.0				3212500.0		wikipedia, urban values						1.0				246.0	1460.0		(urban), from wikipedia	600.0							ZBYN	277.0	2683.0	3171	47									16222978.0	39453.99	0.0009748977815479999		[1]	2014.0	24.0	7003.20980449	[19]		8423.114130960414			151.41365923148288		1.01	0.99		3.61	2003	http://www.stats.gov.cn/english/statisticaldata/yearlydata/yarbook2003_e.pdf	"For ""Shanxi"""	42.522	0.0	Mountains				1.09	1.17																											Taiyuan, Shanxi Urban Area	211.9375	224.125	236.0	420.75	453.1875	498.3125	0.334979749086239	0.33090338654609197	0.32138905438760695	0.6650202509137609	0.6690966134539079	0.6786109456123929	452.262312442333	6046.00754252938	394.284677384021	6147.01812940689	440.394265469589	7694.772532582809							
