	city name	City Name (CDP)	country	region (CDP)	Boundary (CDP)	Reporting Year (CDP)	Measurement year only (CDP)	Current Population (CDP)	Current Population Year (CDP)	scope fraction (CDP)	Total City-wide Emissions (metric ton CO2e) (CDP)	Total Scope 1 Emissions (metric ton CO2e) (CDP)	Total Scope 2 Emissions (metric ton CO2e) (CDP)	CDP2016 data edited (CDP)	Emissions Quality Flag (CDP)	Gases included (CDP)	TOT lower bound [tCO2] (CDP)	TOT upper bound [tCO2] (CDP)	TOT mean [tCO2] (CDP)	S1 lower bound [tCO2] (CDP)	S1 upper bound [tCO2] (CDP)	S1 mean [tCO2] (CDP)	Primary Methodology (CDP)	Methodology Details (CDP)	Increase/Decrease from last year (CDP)	Reason for increase/decrease in emissions (CDP)	Average annual temperature (in Celsius) (CDP)	Land area (in square km) (CDP)	Average altitude (m) (CDP)	CH4_waste/person	CH4_(waste+natgas)/person	corrected CH4_(waste+natgas)/person	Production (m3)	Exports (m3)	Export/Production	data from CIA World Fact Book for 2014	City Location (CDP)	City GDP (CDP)	GDP Currency (CDP)	Year of GDP (CDP)	GDP Source (CDP)
120	Indianapolis	City of Indianapolis	USA	North America	Administrative boundary of a local government	2017.0	2013.0	853000.0	2015.0	1.0	2160364.98	726155.11	1434209.86	Replaced by CDP2017 data. Reason:  TOT >> s1+s2 (Case 2b) in CDP2016. Soln: Replace with CDP2017 data (no edits required).	A	CO2							Other: Hestia Project	The data was collected through the Hestia Project by researchers at Purdue University and collaborators. It is based on direct measurements (with monitors and aircraft) and extensive modeling (hestia.project.asu.edu/). Note that this analysis does not does not compare directly to other protocols and does not necessarily include all scope 2 emissions. Indianapolis is working on a GPC inventory as well. Though the reported number has been tested and reported through peer-reviewed journals, there is limited confidence in the comparability to other cities. Published in Environmental Science and Technology by Kevin R. Gurney, Igor Razlivanov, Yang Song, Yuyu Zhou, Bedrich Benes,and Michel Abdul-Massihhttp://hestia.project.asu.edu/uploads/Gurney.ES&T.2012.final.proof.pdf	This is our first year of calculation		11.7	953.0	230.0	0.017698981699999998	0.036729479100000004	0.0356646952	766200000000	42870000000	0.06		(39.767625, -86.178469)	125000000000.0	USD     US Dollar	2014.0	http://bea.gov/newsreleases/regional/gdp_metro/2014/pdf/gdp_metro0914.pdf
121	Lancaster, PA	City of Lancaster, PA	USA	North America	Administrative boundary of a local government	2017.0	2016.0	60000.0	2016.0	1.0	578625.0	364183.0	214442.0	Replaced by CDP2017 data. Reason:  TOT >> s1+s2 (Case 2b) in CDP2016. Soln: Replace with CDP2017 data (no edits required).	A	CO2; CH4; N2O	518708.312064	548890.710744	533799.511404	304266.312064	334448.710744	319357.511404	International Emissions Analysis Protocol (ICLEI)	This inventory is only about 75% complete, and the data that is included needs to be vetted still. The transportation data is especially lacking and major stationary sources (other than natural gas) have not been included yet.	Other:	All GHG calculations are form 2015 data except the transportation emissions, which are 2014. We are still using 2015 data for this reporting.	11.5	7.3	112.0	0.017698981699999998	0.036729479100000004	0.0356646952	766200000000	42870000000	0.06		(40.037875, -76.305514)				
122	Savannah	City of Savannah	USA	North America	Administrative boundary of a local government	2017.0	2014.0	145674.0	2015.0	1.0	3609546.0	2381327.0	1228219.0	Replaced by CDP2017 data. Reason:  TOT >> s1+s2 (Case 2b) in CDP2016. Soln: Replace with CDP2017 data (no edits required).	A	CO2; CH4; N2O	3464074.273360186	3537354.1191153578	3500714.196237772	2235855.273360186	2309135.1191153578	2272495.196237772	International Emissions Analysis Protocol (ICLEI)	Inventory contains information on in-boundary transportation (transit, passenger, freight), electricity generation (residential, commercial and industrial) and stationary fuel combustion (residential, commercial and industrial).  All water and waste related emissions are already included in the municipal inventory.	This is our first year of calculation		19.0	175.0	15.0	0.017698981699999998	0.036729479100000004	0.0356646952	766200000000	42870000000	0.06		(32.0835, -81.0998)	15905000000.0	USD     US Dollar	2014.0	Bureau of Economic Analysis:  http://www.bea.gov/iTable/iTable.cfm?reqid=70&step=1&isuri=1&acrdn=3#reqid=70&step=10&isuri=1&7003=200&7035=-1&7004=naics&7005=-1&7006=42340&7036=-1&7001=2200&7002=2&7090=70&7007=2014&7093=levels
123	Gladsaxe Kommune	Gladsaxe Kommune	Denmark	Europe	A metropolitan area	2017.0	2015.0	67347.0	2015.0	1.0	331283.0	247599.0	83684.0	Replaced by CDP2017 data. Reason:  TOT >> s1+s2 (Case 2b) in CDP2016. Soln: Replace with CDP2017 data (no edits required).	A	CO2; CH4; N2O	307599.4155209168	311137.1405541704	309368.27803754364	223915.4155209168	227453.14055417042	225684.2780375436	Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)		Decreased	Energy saving plans, projects and goals. Expansion of district heating which provide Citizens and Companies with eco-friendly heating.		24.9		0.0106834006	0.01703133	0.0125594652	6412000000	4517000000	0.7		(55.733461, 12.488686)	35234000.0	DKK     Danish Krone	2014.0	Statistic Denmark
124	Taoyuan	Taoyuan City Hall	Taiwan	East Asia	Administrative boundary of a local government	2017.0	2014.0	2153521.0	2017.0	1.0	35764526.0208	21143194.6	14621331.42	Replaced by CDP2017 data. Reason:  TOT >> s1+s2 (Case 2b) in CDP2016. Soln: Replace with CDP2017 data (no edits required).	A	CO2; CH4; N2O; HFCs; PFCs; SF6; NF3	34864590.50042046	34985384.96737054	34924987.733895496	20243259.079620462	20364053.54657054	20303656.313095503	2006 IPCC Guidelines for National Greenhouse Gas Inventories	For level of confidence, we multiply the accuracy level of collected activity data by the accuracy level of emission coefficients used.Accuracy level classification for activity data:?H?Regional statistics data :1?M?Cities statistics data:2?L?Central statistics data:3Accuracy level classification for emission coefficients:?H?Regional emission coefficients: 1 ?M?National emission coefficients: 2?L?International emission coefficients: 3The overall result is 5.13, the score falls within range 4-7, which was classified as medium level of confidence	Increased	Our industry is growing continuously, so our total emission is slowly increasing. The sectors with increasing emissions are: industrial energy (fuel) by 14.2%; industrial processes and product use by 12.1%; buildings and AFOLU by 3.7%. The sectors with emission reductions are: agriculture by 0.4%; industrial energy (electricity) by 0.04%.	23.0	1220.9		0.0129213814	0.0149246533	0.0149246533	1	0	0.0		(24.993628, 121.30098)	529600000000.0	USD     US Dollar	2014.0	World Bank
125	Oakland	City of Oakland	USA	North America	Administrative boundary of a local government	2017.0	2015.0	419000.0	2015.0	1.0	1745827.0	956414.0	789413.0	Replaced by CDP2017 data. Reason:  TOT >> s1+s2 (Case 2b) in CDP2016. Soln: Replace with CDP2017 data (no edits required).	A	CO2; CH4; N2O	1327408.7959136	1538182.5466956	1432795.6713045998	537995.7959136	748769.5466956	643382.6713046001	Other: ICLEI Community Protocol	Energy data is high confidence, Transportation data is partially simulated (medium) partially fuel consumption (high), and materials use is medium-high (waste composition data is thorough but not collected frequently enough)	Decreased	In comparison to the 2015 report, emissions have decreased in both Scope 1 and Scope 2 emissions.	15.1	144.0	13.0	0.017698981699999998	0.036729479100000004	0.0356646952	766200000000	42870000000	0.06		(37.8044, -122.2708)	24080000000000.0	USD     US Dollar	2013.0	US Bureau of Economic Analysis San Francisco-Oakland-Hayward Metropolitan area
126	Lake Forest, IL	City of Lake Forest, IL	USA	North America	A metropolitan area	2016.0	2007.0	19375.0	2010.0		402364.0				D	CO2; CH4; N2O	383015.902854	392762.30242775	387889.10264087503				U.S. Community Protocol for Accounting and Reporting of Greenhouse Gas Emissions (ICLEI)		This is our first year of calculation		8.8	45.0	205.0	0.017698981699999998	0.036729479100000004	0.0356646952	766200000000	42870000000	0.06		(42.258634, -87.840625)				
127	Santiago de Cali	Santiago de Cali	Colombia	Latin America & Caribbean	Combination of administrative divisions	2016.0	2010.0	2369829.0	2015.0		4174608.0				D	CO2; CH4; N2O	3158858.9305162667	3725713.730070972	3442286.330293619				2006 IPCC Guidelines for National Greenhouse Gas Inventories				24.7	566.0	995.0	0.006765019000000001	0.015307751100000001	0.015307751100000001	1	0	0.0		(3.451647, -76.531985)	4540.0		2012.0	DAPM
128	Hiroshima	City of Hiroshima	Japan	East Asia	Administrative boundary of a local government	2016.0	2014.0	1191030.0	2015.0		8675437.0				D	CO2; CH4; N2O; HFCs; PFCs; SF6	8579151.448789144	8591457.657642208	8585304.553215675				Other	環境省のマニュアル			16.6	907.0		0.0025182088	0.0028872234	0.0028872234	1	0	0.0		(34.385203, 132.455293)	4874634000000.0	JPY     Japanese yen	2012.0	市民経済計算
129	Aarhus	Aarhus Kommune	Denmark	Europe	Administrative boundary of a local government	2016.0	2016.0	320000.0	2016.0		1900.0				D	CO2							Other	CO2-beregneren (National guideline for municipalities)						0.0106834006	0.01703133	0.0125594652	6412000000	4517000000	0.7		(56.168393, 10.137373)				
130	Aerøskøbing	City of Ærøskøbing	Denmark	Europe	Administrative boundary of a local government	2016.0	2015.0	6200.0	2015.0		225.0				D	CO2							Other		Decreased	More renewable energi.	10.0	88.0	10.0	0.0106834006	0.01703133	0.0125594652	6412000000	4517000000	0.7		(54.891456, 10.404684)				
131	Nice	Métropole Nice Côte d'Azur	France	Europe	A metropolitan area	2016.0	2010.0	550000.0	2015.0		3352154.0				D	CO2; CH4; N2O; HFCs; PFCs; SF6	3036229.77908	3219270.8111	3127750.29509				Other	Bilan Carbone				1400.0	18.0	0.0086287785	0.032012112	0.0205145598	1566000000	770000000	0.49	2004.0	(43.710173, 7.261953)				
132	Brisbane, CA	City of Brisbane, CA	USA	North America	0	2016.0	2016.0	4603.0	2015.0		148025.0				D	CO2; CH4; N2O	143428.3914238432	145743.8844425772	144586.13793321018				International Emissions Analysis Protocol (ICLEI)		Decreased	There was a 10% reduction between 2005 and 2010		7.5		0.017698981699999998	0.036729479100000004	0.0356646952	766200000000	42870000000	0.06		(37.6808, -122.4)				
133	Magdeburg	Landeshauptstadt Magdeburg	Germany	Europe	A metropolitan area	2016.0	2012.0	238000.0	2015.0		1400000.0				D	CO2							Other	Software ECORegion smart from the Climate Alliance			9.7	201.8	56.0	0.0079727498	0.011107729299999999	0.0098647424	22220000000	8810000000	0.4	2004.0	(52.08889, 11.586164)				
134	Roanoke	City of Roanoke	USA	North America	Administrative boundary of a local government	2016.0	2015.0	98465.0	2013.0		1971679.0				D	CO2; CH4; N2O	1873350.722039696	1922882.553473466	1898116.637756581				U.S. Community Protocol for Accounting and Reporting of Greenhouse Gas Emissions (ICLEI)	ICLEI Clean Air and Climate Protection Software	Decreased	The city uses a 2005 baseline and the community emissions have decreased 13.5%. In 2014 emissions are down 4% from 2013. The primary driver of this loss is the reduction of coal in the electric fuel mix.	14.0	111.0	400.0	0.017698981699999998	0.036729479100000004	0.0356646952	766200000000	42870000000	0.06		(37.271, -79.9414)	13900000000.0	USD     US Dollar	2014.0	www.roanokeva.gov
135	Bornova	Bornova Municipality	Turkey	North Africa, Middle East, West Asia	0	2016.0	2011.0	416007.0	2012.0		758627.0				D		415668.05160446244	460537.5420824228	438102.7968434426				Other		This is our first year of calculation					0.025591040699999998	0.0296417873	0.0294430956	632000000	31000000	0.05		(35.2141598, 33.2947541)				
136	Heidelberg	Stadt Heidelberg	Germany	Europe	Administrative boundary of a local government	2016.0	2011.0	144948.0	2014.0		879900.0				D	CO2							Other	Institut für Energie- und Umweltforschung Heidelberg GmbH	Decreased	Emissions decreased from 1987 until 2009. Emissions increased from 2009 until 2011	13.2	109.0	114.0	0.0079727498	0.011107729299999999	0.0098647424	22220000000	8810000000	0.4	2004.0	(49.398752, 8.672434)	7635000000.0	EUR     Euro	2011.0	
137	Goiânia	City of Goiânia	Brazil	Latin America & Caribbean	Administrative boundary of a local government	2016.0	2010.0	2173141.0	2010.0		2016320.0				D		995361.377276226	1096278.1797330151	1045819.7785046205				Other	"The Protocol for Global Community - Scale GHG Emissions (GPC 2012) was used as standard for the categorization and allocation of emissions and aggregation of results. The GPC consists of a compilation of guidelines for the preparation of municipal inventories of GHG emissions. The GPC 2012 shares the terminology of various international programs reporting of emissions, including the C40 Cities Climate Leadership Group, the International Local Government GHG Emissions Analysis Protocol (IEAP-ICLEI) and the GHG Protocol Corporate Accounting and Reporting Standard. Moreover, GPC 2012 converses directly with the IPCC 2006 Guidelines for National GHG Inventories. Aiming at a broad identification of emission sources and the establishment of a flow of information necessary for the completion of this study, four teams were created themes, being: stationary units, mobile units, and waste, industrial processes and product uses. The teams were grouped in four thematic workshops held between 26 and 27 June 2012 at the Administrative Center of the city of Goiania. During the implementation of these workshops were identified institutions and those responsible for sending the information necessary for calculations of emissions of greenhouse gases in the municipality.
For calculations of GHG emissions used the IPCC Inventory Software (IIS) version 2.0, a software developed and provided by the Intergovernmental Panel on Climate Change (IPCC). The data were placed on the software as a correspondence between GPC and IPCC categories, except in the case of the activities of electricity consumption (scope 2 emissions, the GPC category that has no corresponding IPCC - these emissions have been included in Section 5 – other). Another category that deserves observation refers to the disposal of solid waste in landfills. For this category we used the GPC, which allocates all expected emissions inventory in the year in which the waste is landfilled, IIS was not used for the calculation of this emission source."			23.2	739.0	749.0	0.0151203426	0.0204194776	0.0167788505	17030000000	11700000000	0.69		(-16.6868912, -49.2647943)	30131330.0	BRL     Brazilian Real	2010.0	IBGE - Brazilian Institute of Geography and Statistical
